date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/mï¿?,PAR (ï¿½mol/mï¿?s),max. PAR (ï¿½mol/mï¿?s),Tlog (degC),quality
2020/1/25 21:40,994.77,-3.67,269.9,-4.63,93,4.65,4.33,0.33,2.71,4.35,1283.78,1.7,2.12,231.9,0,0,0,0,0,8.27,448.1
2020/1/25 21:50,994.66,-3.73,269.84,-4.75,92.6,4.63,4.29,0.34,2.69,4.31,1283.94,1.54,1.92,221.3,0,0,0,0,0,8.21,450.4
2020/1/25 22:00,994.65,-3.8,269.77,-4.79,92.8,4.61,4.28,0.33,2.68,4.3,1284.29,1.22,1.74,221,0,0,0,0,0,8.15,452.3
2020/1/25 22:10,994.65,-3.93,269.65,-4.94,92.6,4.56,4.23,0.34,2.65,4.25,1284.91,1.52,2.12,219.9,0,0,0,0,0,8.09,450.7
2020/1/25 22:20,994.63,-4.07,269.51,-5.05,92.8,4.52,4.19,0.33,2.62,4.21,1285.58,1.2,1.58,212.8,0,0,0,0,0,8.04,455.2
2020/1/25 22:30,994.67,-4.16,269.41,-5.1,93.1,4.48,4.17,0.31,2.61,4.2,1286.08,0.86,1.38,174.8,0,0,0,0,0,7.98,459
2020/1/25 22:40,994.56,-4.23,269.35,-5.14,93.3,4.46,4.16,0.3,2.61,4.19,1286.25,0.34,0.76,163.6,0,0,0,0,0,7.93,457.9
2020/1/25 22:50,994.43,-4.22,269.37,-5.14,93.3,4.46,4.16,0.3,2.61,4.19,1286.07,0.27,0.68,160.5,0,0,0,0,0,7.89,458.5
2020/1/25 23:00,994.34,-4.18,269.42,-5.1,93.2,4.48,4.17,0.3,2.62,4.2,1285.72,0.44,0.88,126.4,0,0,0,0,0,7.86,459.1
2020/1/25 23:10,994.28,-3.84,269.76,-4.73,93.5,4.59,4.29,0.3,2.69,4.32,1284,0.25,0.76,106,0,0,0,0,0,7.82,456.5
2020/1/25 23:20,994.18,-4.16,269.45,-5.46,90.6,4.48,4.06,0.42,2.55,4.09,1285.5,0.36,0.64,182.4,0,0,0,0,0,7.77,460.9
2020/1/25 23:30,994.2,-4.65,268.96,-5.76,91.9,4.32,3.97,0.35,2.49,3.99,1287.91,0.75,1.24,186.9,0,0,0,0,0,7.72,456.5
2020/1/25 23:40,994.24,-4.58,269.03,-5.52,93.1,4.35,4.05,0.3,2.53,4.07,1287.58,0.77,1.32,131.5,0,0,0,0,0,7.67,457.5
2020/1/25 23:50,994.18,-4.58,269.03,-5.51,93.2,4.34,4.05,0.3,2.54,4.07,1287.52,0.82,1.52,128.4,0,0,0,0,0,7.63,460.1
2020/1/26 0:00,994.21,-4.51,269.09,-5.38,93.6,4.37,4.09,0.28,2.56,4.11,1287.21,0.44,1.08,127.7,0,0,0,0,0,7.59,461.2
2020/1/26 0:10,994.22,-4.62,268.99,-5.57,93,4.33,4.03,0.3,2.52,4.05,1287.76,0.34,1.2,203.6,0,0,0,0,0,7.56,461.5
2020/1/26 0:20,994.12,-4.61,269.01,-5.52,93.3,4.34,4.05,0.29,2.54,4.07,1287.56,0.36,1.08,119.7,0,0,0,0,0,7.51,461.4
2020/1/26 0:30,994.04,-4.6,269.02,-5.51,93.3,4.34,4.05,0.29,2.54,4.07,1287.45,0.5,1.12,88.1,0,0,0,0,0,7.46,459.3
2020/1/26 0:40,994,-4.67,268.96,-5.55,93.5,4.32,4.04,0.28,2.53,4.06,1287.7,0.35,0.84,64.59,0,0,0,0,0,7.41,457.9
2020/1/26 0:50,993.93,-4.61,269.01,-5.51,93.4,4.33,4.05,0.29,2.54,4.07,1287.35,0.18,0.44,188.8,0,0,0,0,0,7.35,457.3
2020/1/26 1:00,993.93,-4.87,268.76,-5.79,93.2,4.25,3.96,0.29,2.48,3.98,1288.62,0.61,0.84,205.2,0,0,0,0,0,7.29,453.8
2020/1/26 1:10,993.9,-4.92,268.71,-5.78,93.6,4.23,3.96,0.27,2.48,3.99,1288.8,0.37,0.62,216.5,0,0,0,0,0,7.24,452
2020/1/26 1:20,993.86,-4.79,268.84,-5.63,93.8,4.28,4.01,0.27,2.51,4.03,1288.13,0.56,0.8,213.5,0,0,0,0,0,7.2,452.8
2020/1/26 1:30,993.82,-4.79,268.85,-5.64,93.7,4.28,4.01,0.27,2.51,4.03,1288.08,0.8,1.04,203.5,0,0,0,0,0,7.16,454
2020/1/26 1:40,993.75,-4.7,268.94,-5.51,94,4.3,4.05,0.26,2.54,4.07,1287.55,0.7,0.92,220.9,0,0,0,0,0,7.13,453.9
2020/1/26 1:50,993.69,-4.56,269.09,-5.35,94.2,4.35,4.1,0.25,2.57,4.12,1286.76,0.29,0.72,252.6,0,0,0,0,0,7.11,453.8
2020/1/26 2:00,993.73,-4.31,269.34,-5.19,93.5,4.43,4.15,0.29,2.6,4.17,1285.58,0.33,0.82,81.4,0,0,0,0,0,7.08,460.9
2020/1/26 2:10,993.8,-4.75,268.89,-5.78,92.4,4.29,3.96,0.33,2.48,3.99,1287.87,0.4,1,118.4,0,0,0,0,0,7.06,460.5
2020/1/26 2:20,993.84,-4.89,268.74,-5.91,92.5,4.24,3.92,0.32,2.46,3.95,1288.65,0.38,0.68,25.57,0,0,0,0,0,7.03,462.2
2020/1/26 2:30,993.88,-4.92,268.71,-5.96,92.4,4.23,3.91,0.32,2.45,3.93,1288.84,0.35,0.88,184.3,0,0,0,0,0,7.02,460.9
2020/1/26 2:40,993.81,-5.08,268.55,-6.11,92.4,4.18,3.86,0.32,2.42,3.89,1289.53,0.59,0.88,220,0,0,0,0,0,7.52,458
2020/1/26 2:50,993.89,-5.03,268.61,-5.95,93.2,4.2,3.91,0.29,2.45,3.94,1289.34,0.25,0.66,133.8,0,0,0,0,0,8.54,457.1
2020/1/26 3:00,993.92,-5.1,268.52,-6.09,92.7,4.17,3.87,0.3,2.43,3.89,1289.78,0.65,1,32.38,0,0,0,0,0,9.18,458
2020/1/26 3:10,993.82,-5.07,268.56,-5.98,93.3,4.18,3.9,0.28,2.45,3.93,1289.49,0.42,0.76,32.01,0,0,0,0,0,9.34,461.6
2020/1/26 3:20,993.69,-5.26,268.39,-6.27,92.5,4.13,3.82,0.31,2.39,3.84,1290.23,0.36,0.64,141.1,0,0,0,0,0,9.22,464
2020/1/26 3:30,993.61,-5.19,268.47,-6.15,92.9,4.15,3.85,0.29,2.42,3.88,1289.77,0.19,0.42,191.8,0,0,0,0,0,8.99,463.2
2020/1/26 3:40,993.52,-5.24,268.42,-6.31,92.1,4.13,3.8,0.33,2.39,3.83,1289.95,0.17,0.32,7.91,0,0,0,0,0,8.73,463
2020/1/26 3:50,993.51,-5.27,268.39,-6.27,92.6,4.12,3.82,0.3,2.39,3.84,1290.07,0.2,0.34,30.64,0,0,0,0,0,8.47,459.3
2020/1/26 4:00,993.44,-5.12,268.54,-6.1,92.8,4.17,3.87,0.3,2.43,3.89,1289.24,0.18,0.4,49.04,0,0,0,0,0,8.24,464.1
2020/1/26 4:10,993.42,-5.32,268.35,-6.41,92,4.11,3.78,0.33,2.37,3.8,1290.21,0.31,0.74,24.94,0,0,0,0,0,8.02,466.9
2020/1/26 4:20,993.34,-5.14,268.54,-6.06,93.2,4.16,3.88,0.28,2.43,3.91,1289.18,0.17,0.48,50.47,0,0,0,0,0,7.83,466.4
2020/1/26 4:30,993.32,-5.17,268.51,-6.37,91.2,4.15,3.79,0.37,2.38,3.81,1289.34,0.32,0.64,197.7,0,0,0,0,0,7.66,462.7
2020/1/26 4:40,993.29,-5.45,268.22,-6.6,91.6,4.06,3.72,0.34,2.33,3.75,1290.72,0.32,0.64,192.4,0,0,0,0,0,7.53,466.9
2020/1/26 4:50,993.31,-5.48,268.19,-6.54,92.2,4.06,3.74,0.32,2.35,3.77,1290.86,0.52,0.92,210.9,0,0,0,0,0,7.44,472.6
2020/1/26 5:00,993.31,-5.51,268.16,-6.52,92.5,4.05,3.74,0.3,2.35,3.77,1291.01,0.9,1.3,202.9,0,0,0,0,0,7.39,473.2
2020/1/26 5:10,993.32,-5.46,268.21,-6.48,92.5,4.06,3.76,0.3,2.36,3.78,1290.78,0.9,1.28,197.8,0,0,0,0,0,7.38,475.6
2020/1/26 5:20,993.32,-5.44,268.23,-6.47,92.4,4.07,3.76,0.31,2.36,3.78,1290.67,0.68,1.2,173.9,0,0,0,0,0,7.39,475.1
2020/1/26 5:30,993.31,-5.43,268.24,-6.46,92.4,4.07,3.76,0.31,2.36,3.79,1290.61,0.69,1.12,172.7,0,0,0,0,0,7.42,471.6
2020/1/26 5:40,993.25,-5.31,268.37,-6.3,92.7,4.11,3.81,0.3,2.39,3.83,1289.96,0.66,1.72,150.3,0,0,0,0,0,7.45,468.1
2020/1/26 5:50,993.11,-5.1,268.59,-6.06,92.9,4.18,3.88,0.3,2.43,3.91,1288.71,0.83,1.72,122.7,0,0,0,0,0,7.49,465.1
2020/1/26 6:00,993.08,-4.86,268.83,-5.87,92.6,4.25,3.94,0.31,2.47,3.96,1287.49,0.91,1.54,156.8,0,0,0,0,0,7.52,464
2020/1/26 6:10,993.06,-4.79,268.9,-5.81,92.5,4.28,3.95,0.32,2.48,3.98,1287.12,0.3,0.98,262.9,0,0,0,0,0,7.54,464.5
2020/1/26 6:20,993.03,-4.66,269.04,-5.81,91.6,4.32,3.96,0.36,2.48,3.98,1286.44,0.52,1.12,198.8,0,0,0,0,0,7.57,464.4
2020/1/26 6:30,992.95,-4.72,268.98,-5.87,91.6,4.3,3.94,0.36,2.47,3.97,1286.64,0.55,1.2,178.9,0,0,0,0,0,7.6,464.1
2020/1/26 6:40,992.97,-4.43,269.28,-5.56,91.7,4.4,4.03,0.36,2.53,4.06,1285.22,0.2,0.42,135,0,0,0,0,0,7.64,475.5
2020/1/26 6:50,992.94,-4.56,269.15,-6.05,89.2,4.35,3.88,0.47,2.44,3.91,1285.88,0.4,0.68,198.5,0,0,0,0,0,7.69,481.8
2020/1/26 7:00,992.95,-4.85,268.85,-6.14,90.6,4.26,3.86,0.4,2.42,3.88,1287.32,0.3,0.62,216,0,0,0,0,0,7.74,480.2
2020/1/26 7:10,992.95,-5.03,268.68,-6.24,91.1,4.2,3.83,0.37,2.4,3.85,1288.17,0.39,0.7,202.4,0,0,0,0,0,7.77,478.2
2020/1/26 7:20,992.98,-5.14,268.56,-6.28,91.6,4.16,3.81,0.35,2.39,3.84,1288.74,0.8,1.2,191.1,0,0,0,0,0,7.8,478.6
2020/1/26 7:30,993,-5.25,268.45,-6.35,91.9,4.13,3.79,0.33,2.38,3.82,1289.33,1.11,1.32,203.7,0,0,0,0,0,7.82,477.6
2020/1/26 7:40,993.07,-5.16,268.54,-6.14,92.7,4.16,3.85,0.3,2.42,3.88,1288.93,1,1.44,197.8,0,0,0,0,0,7.83,470.7
2020/1/26 7:50,993.08,-5.15,268.54,-6.2,92.3,4.16,3.84,0.32,2.41,3.87,1288.94,1.2,1.52,201.6,0,0,0,1.35,2.51,7.85,480.6
2020/1/26 8:00,993.18,-5.15,268.54,-6.18,92.4,4.16,3.85,0.32,2.41,3.87,1289.02,0.93,1.24,200.4,0,0,0.2,3.67,5.79,7.87,477.1
2020/1/26 8:10,993.2,-4.95,268.74,-5.95,92.6,4.23,3.91,0.31,2.45,3.94,1288.06,0.44,0.84,207.4,0,0,2.01,8.88,12.74,7.86,470.3
2020/1/26 8:20,993.2,-4.62,269.06,-5.67,92.3,4.33,4,0.33,2.51,4.02,1286.47,0.77,1.08,206.7,0,0,5.63,18.15,24.52,7.87,460.5
2020/1/26 8:30,993.2,-4.32,269.36,-5.43,91.9,4.43,4.07,0.36,2.55,4.1,1284.99,0.53,1.08,183,0,0,11.47,32.43,40.73,7.88,459.7
2020/1/26 8:40,993.21,-4.22,269.47,-5.5,90.7,4.47,4.05,0.42,2.54,4.08,1284.51,1.02,1.36,212.1,0,0,18.91,50.58,60.04,7.9,462.2
2020/1/26 8:50,993.2,-4.15,269.54,-5.44,90.6,4.49,4.07,0.42,2.55,4.1,1284.16,0.96,1.36,232.2,0,0,26.16,69.11,78.19,7.95,460.3
2020/1/26 9:00,993.2,-3.81,269.88,-5.14,90.4,4.61,4.16,0.44,2.61,4.19,1282.49,0.38,0.72,220.2,0,0,33.2,87.64,97.3,8.01,459.8
2020/1/26 9:10,993.2,-3.65,270.04,-5.1,89.6,4.66,4.18,0.48,2.62,4.2,1281.73,0.29,0.5,176.3,0,0,41.65,109.27,120.85,8.08,466.2
2020/1/26 9:20,993.27,-3.77,269.91,-5.3,89,4.62,4.11,0.51,2.58,4.14,1282.43,0.47,0.96,179.1,0,0,50.91,132.63,144.02,8.18,478.5
2020/1/26 9:30,993.33,-3.98,269.7,-5.53,88.9,4.55,4.04,0.5,2.53,4.07,1283.54,0.74,1.14,183.9,0,0,59.96,155.41,166.6,8.3,475.8
2020/1/26 9:40,993.34,-3.97,269.71,-5.46,89.3,4.55,4.06,0.49,2.55,4.09,1283.48,0.6,0.88,163.8,0,0,69.42,178.76,190.15,8.44,476.1
2020/1/26 9:50,993.43,-3.61,270.06,-5.18,88.8,4.67,4.15,0.52,2.6,4.18,1281.88,0.3,1.02,165,0,0,76.46,199.42,207.91,8.58,474.3
2020/1/26 10:00,993.43,-3.36,270.31,-5.11,87.6,4.76,4.17,0.59,2.62,4.2,1280.65,0.89,1.9,145.1,0,0,80.08,212.93,217.18,8.73,467.4
2020/1/26 10:10,993.36,-3.1,270.57,-4.86,87.6,4.86,4.25,0.6,2.67,4.28,1279.3,0.74,1.4,155.4,0,0,82.9,222.59,227.03,8.9,465.3
2020/1/26 10:20,993.3,-2.85,270.83,-4.67,87.2,4.95,4.31,0.63,2.71,4.34,1278.02,0.46,0.84,199,0,0,87.32,233.01,244.21,9.08,466
2020/1/26 10:30,993.22,-2.64,271.05,-4.54,86.7,5.03,4.36,0.67,2.73,4.39,1276.88,0.54,1.36,149.3,0,0,103.62,266.22,286.1,9.28,465.7
2020/1/26 10:40,993.2,-2.55,271.14,-4.52,86.2,5.06,4.36,0.7,2.74,4.39,1276.44,1.05,1.56,165,0,0,117.91,296.14,303.28,9.49,467.1
2020/1/26 10:50,993.16,-2.5,271.19,-4.37,86.9,5.08,4.41,0.67,2.77,4.45,1276.12,0.81,1.6,178.5,0,0,121.13,304.44,305.21,9.72,471
2020/1/26 11:00,993.12,-2.33,271.37,-4.37,85.8,5.14,4.41,0.73,2.77,4.44,1275.27,1.43,1.88,145.5,0,0,119.92,300.58,302.32,9.97,465.8
2020/1/26 11:10,993.11,-2.24,271.46,-4.22,86.2,5.18,4.46,0.71,2.8,4.5,1274.81,0.65,1.24,148.1,0,0,127.77,309.65,321.04,10.22,468.8
2020/1/26 11:20,993.07,-1.9,271.8,-3.97,85.6,5.31,4.55,0.77,2.85,4.58,1273.11,0.72,1.68,175.1,0,0,132.6,322.97,324.9,10.47,470.4
2020/1/26 11:30,993.07,-1.81,271.89,-3.8,86.2,5.35,4.61,0.74,2.89,4.64,1272.68,0.84,1.54,181.6,0,0,131.19,322.01,323.55,10.72,471.2
2020/1/26 11:40,993.02,-1.67,272.04,-3.67,86.1,5.4,4.65,0.75,2.92,4.68,1271.92,1.08,1.74,164.6,0,0,129.58,320.66,323.55,10.96,470.9
2020/1/26 11:50,992.91,-1.58,272.13,-3.53,86.5,5.44,4.7,0.73,2.95,4.74,1271.36,0.93,1.62,163.3,0,0,129.98,318.34,319.69,11.21,471.8
2020/1/26 12:00,992.74,-1.3,272.43,-3.24,86.6,5.55,4.81,0.74,3.02,4.84,1269.78,0.68,1.12,232.6,0,0,135.21,325.68,334.94,11.44,470.7
2020/1/26 12:10,992.58,-0.73,273.02,-2.73,86.2,5.79,4.99,0.8,3.13,5.03,1266.79,0.5,1.04,80.4,0,0,150.5,350.96,362.93,11.66,473.8
2020/1/26 12:20,992.52,-0.53,273.21,-2.73,85,5.87,4.99,0.88,3.14,5.03,1265.82,1.05,1.88,192.1,0,0,153.12,358.3,364.86,11.88,471
2020/1/26 12:30,992.48,-0.41,273.34,-2.44,86.1,5.93,5.1,0.82,3.2,5.14,1265.15,1.25,2.48,184.1,0,0,149.09,353.86,360.42,12.1,466.5
2020/1/26 12:40,992.35,-0.16,273.61,-2.22,85.9,6.04,5.19,0.85,3.26,5.23,1263.76,1.16,2.16,192.6,0,0,152.72,364.09,369.3,12.32,466.7
2020/1/26 12:50,992.21,0.09,273.87,-1.99,85.8,6.15,5.28,0.87,3.31,5.32,1262.39,1.11,1.72,209.7,0,0,167.4,383.01,396.14,12.54,465.1
2020/1/26 13:00,992.1,0.43,274.21,-1.72,85.4,6.3,5.38,0.92,3.38,5.42,1260.65,1.2,2.48,191.3,0,0,181.69,395.75,401.16,12.77,460.8
2020/1/26 13:10,992.02,0.78,274.57,-1.43,85.1,6.46,5.5,0.96,3.46,5.54,1258.89,1.3,2.68,181.7,0,0,163.38,356.18,383.4,13.01,460.5
2020/1/26 13:20,991.91,1.04,274.83,-1.29,84.4,6.59,5.56,1.03,3.49,5.6,1257.53,0.82,1.88,187.8,0,0,145.67,312.55,332.43,13.26,463.9
2020/1/26 13:30,991.82,1.17,274.97,-1.19,84.2,6.65,5.6,1.05,3.52,5.64,1256.81,0.9,1.84,190.7,0,0,131.19,274.9,291.12,13.51,463.2
2020/1/26 13:40,991.72,1.27,275.08,-1.16,83.8,6.69,5.61,1.08,3.53,5.66,1256.22,0.96,1.68,201.8,0,0,118.91,248.65,256.56,13.74,463.6
2020/1/26 13:50,991.6,1.33,275.15,-1,84.4,6.73,5.68,1.05,3.57,5.72,1255.74,0.71,1.54,186.5,0,0,115.9,241.7,246.72,13.96,463.8
2020/1/26 14:00,991.45,1.65,275.49,-0.8,83.7,6.88,5.76,1.12,3.62,5.81,1254.04,0.54,1.16,200.7,0,0,109.86,229.15,232.05,14.17,460.6
2020/1/26 14:10,991.34,1.89,275.74,-0.58,83.6,7,5.86,1.15,3.68,5.91,1252.75,0.7,1.4,180.5,0,0,118.91,246.33,263.51,14.34,459
2020/1/26 14:20,991.34,2.23,276.07,-0.45,82.4,7.17,5.91,1.26,3.72,5.96,1251.2,1.32,2.58,196,0,0,131.19,269.11,273.94,14.51,461
2020/1/26 14:30,991.29,2.29,276.14,-0.3,82.9,7.21,5.98,1.23,3.76,6.03,1250.82,1.68,2.24,213.7,0,0,124.75,255.21,265.06,14.66,457.2
2020/1/26 14:40,991.21,2.43,276.28,-0.15,83,7.28,6.04,1.24,3.8,6.09,1250.08,1.57,2,219,0,0,117.1,239.96,249.81,14.79,454.7
2020/1/26 14:50,991.17,2.59,276.45,-0.06,82.6,7.36,6.08,1.28,3.83,6.14,1249.27,1.64,2.4,218,0,0,103.42,213.9,225.68,14.9,452.5
2020/1/26 15:00,991.05,2.73,276.6,0.03,82.3,7.44,6.12,1.32,3.85,6.18,1248.46,1.53,2,214.6,0,0,92.15,189.96,201.54,14.97,451.4
2020/1/26 15:10,990.97,2.89,276.77,0.12,81.9,7.52,6.16,1.36,3.88,6.22,1247.6,1.72,2.52,209.9,0,0,84.91,173.17,178.57,15.02,451.9
2020/1/26 15:20,990.97,3.07,276.95,0.25,81.6,7.62,6.22,1.4,3.91,6.27,1246.76,1.39,2.28,217.8,0,0,84.31,169.3,171.04,15.05,451.4
2020/1/26 15:30,990.97,3.3,277.18,0.4,81.2,7.74,6.29,1.46,3.96,6.34,1245.71,1.38,2.2,215.2,0,0,82.09,164.86,169.69,15.07,450.2
2020/1/26 15:40,990.96,3.44,277.32,0.47,80.8,7.82,6.32,1.5,3.98,6.38,1245.05,1.38,2,214.2,0,0,79.88,159.27,162.16,15.1,449.3
2020/1/26 15:50,990.96,3.43,277.31,0.42,80.6,7.81,6.3,1.52,3.96,6.36,1245.12,1.54,2.28,218,0,0,68.41,137.07,151.54,15.16,449
2020/1/26 16:00,990.89,3.41,277.29,0.45,80.9,7.8,6.31,1.49,3.97,6.37,1245.11,1.13,1.8,201,0,0,55.13,111.2,123.36,15.2,451.2
2020/1/26 16:10,990.84,3.43,277.32,0.46,80.8,7.82,6.32,1.5,3.97,6.37,1244.94,1.08,1.88,180.3,0,0,42.05,85.14,98.46,15.24,454
2020/1/26 16:20,990.76,3.06,276.95,0.33,82.2,7.61,6.26,1.35,3.94,6.31,1246.56,1.56,2.44,174.9,0,0,29.58,60.42,72.39,15.26,459.8
2020/1/26 16:30,990.66,2.84,276.74,0.29,83.2,7.5,6.24,1.26,3.92,6.3,1247.41,0.94,1.64,177.9,0,0,18.51,38.8,49.03,15.27,461.6
2020/1/26 16:40,990.57,2.74,276.64,0.23,83.5,7.44,6.21,1.23,3.91,6.27,1247.79,0.55,1.12,220.1,0,0,9.46,22.2,29.92,15.26,462.5
2020/1/26 16:50,990.49,2.95,276.86,0.45,83.6,7.55,6.31,1.24,3.97,6.37,1246.68,1.47,2.8,190.7,0,0,3.82,11.39,15.83,15.23,453.2
2020/1/26 17:00,990.54,3.07,276.98,0.54,83.4,7.62,6.35,1.26,4,6.41,1246.19,1.74,3.04,175.7,0,0,1.41,4.63,6.95,15.18,452.3
2020/1/26 17:10,990.49,3.07,276.99,0.54,83.4,7.62,6.35,1.26,4,6.42,1246.09,1.2,2.04,196.8,0,0,0,1.74,2.51,15.12,452
2020/1/26 17:20,990.52,3.08,276.99,0.6,83.7,7.62,6.38,1.24,4.02,6.44,1246.08,1.04,2.04,219.5,0,0,0,0,1.35,15.06,450.9
2020/1/26 17:30,990.53,3.27,277.18,0.77,83.6,7.73,6.46,1.27,4.07,6.52,1245.21,0.74,1.6,179.2,0,0,0,0,0,14.99,447.9
2020/1/26 17:40,990.48,3.3,277.22,0.75,83.3,7.75,6.45,1.29,4.06,6.51,1245,1.16,2.04,188.5,0,0,0,0,0,14.92,448.2
2020/1/26 17:50,990.49,3.15,277.06,0.75,84.2,7.66,6.45,1.21,4.06,6.51,1245.72,1.22,1.92,188.3,0,0,0,0,0,14.86,446.4
2020/1/26 18:00,990.5,3,276.92,0.8,85.4,7.58,6.47,1.11,4.08,6.54,1246.37,0.93,1.6,203.2,0,0,0,0,0,14.79,445.8
2020/1/26 18:10,990.48,2.96,276.87,0.82,85.8,7.56,6.48,1.07,4.08,6.55,1246.54,1.09,1.96,191.8,0,0,0,0,0,14.72,445.5
2020/1/26 18:20,990.41,2.9,276.82,0.74,85.6,7.53,6.44,1.08,4.06,6.51,1246.71,1.85,3.32,179.2,0,0,0,0,0,14.66,447.3
2020/1/26 18:30,990.38,2.53,276.45,0.51,86.5,7.33,6.34,0.99,3.99,6.4,1248.43,2.42,4.03,191.4,0,0,0,0,0,14.6,451.3
2020/1/26 18:40,990.4,2.11,276.03,0.24,87.4,7.11,6.22,0.9,3.91,6.28,1250.42,2.14,3.36,185.3,0,0,0,0,0,14.53,456.3
2020/1/26 18:50,990.46,1.68,275.59,0.01,88.6,6.9,6.11,0.79,3.85,6.17,1252.48,1.24,2.52,190.1,0,0,0,0,0,14.44,461.2
2020/1/26 19:00,990.47,1.61,275.53,0.1,89.6,6.86,6.15,0.71,3.87,6.21,1252.78,1.49,2.56,195.6,0,0,0,0,0,14.33,459.9
2020/1/26 19:10,990.54,1.59,275.5,0.12,89.9,6.85,6.16,0.69,3.88,6.22,1252.96,1.42,2.92,188.8,0,0,0,0,0,14.22,460.5
2020/1/26 19:20,990.61,1.63,275.53,0.2,90.2,6.87,6.2,0.67,3.9,6.26,1252.88,1.39,2.16,209.8,0,0,0,0,0,14.11,458.3
2020/1/26 19:30,990.6,1.85,275.75,0.39,90,6.98,6.28,0.7,3.96,6.34,1251.8,2,3.14,197.1,0,0,0,0,0,14.01,455.8
2020/1/26 19:40,990.61,1.87,275.78,0.35,89.6,6.99,6.27,0.73,3.94,6.33,1251.72,1.9,2.82,199.9,0,0,0,0,0,13.92,455.9
2020/1/26 19:50,990.66,2.05,275.95,0.57,89.9,7.08,6.37,0.72,4.01,6.43,1250.93,2.11,3.24,185.3,0,0,0,0,0,13.84,453.4
2020/1/26 20:00,990.68,2.18,276.08,0.61,89.3,7.15,6.39,0.77,4.02,6.45,1250.35,1.97,2.88,196.4,0,0,0,0,0,13.78,452.8
2020/1/26 20:10,990.63,2.09,275.99,0.49,89.1,7.1,6.33,0.77,3.98,6.39,1250.73,1.99,2.76,198.5,0,0,0,0,0,13.73,454.3
2020/1/26 20:20,990.6,1.99,275.89,0.45,89.5,7.05,6.31,0.74,3.97,6.37,1251.16,1.46,2.32,205.2,0,0,0,0,0,13.7,455.4
2020/1/26 20:30,990.61,1.91,275.82,0.41,89.7,7.01,6.29,0.72,3.96,6.35,1251.53,1.29,2.24,196.6,0,0,0,0,0,13.67,456.1
2020/1/26 20:40,990.58,1.75,275.66,0.31,90.1,6.93,6.25,0.69,3.93,6.31,1252.24,1.83,2.52,199.7,0,0,0,0,0,13.65,457.5
2020/1/26 20:50,990.57,1.75,275.66,0.4,90.7,6.93,6.29,0.64,3.96,6.35,1252.21,1.8,2.8,200.8,0,0,0,0,0,13.64,456.2
2020/1/26 21:00,990.64,1.85,275.75,0.5,90.7,6.98,6.33,0.65,3.99,6.39,1251.83,1.65,2.94,210.3,0,0,0,0,0,13.62,454.7
2020/1/26 21:10,990.69,1.91,275.81,0.56,90.7,7.01,6.36,0.65,4,6.42,1251.59,0.83,1.84,220.9,0,0,0,0,0,13.59,455.3
2020/1/26 21:20,990.63,2.1,276,0.79,91,7.11,6.47,0.64,4.07,6.53,1250.64,0.44,1.44,211.2,0,0,0,0,0,13.55,453.1
2020/1/26 21:30,990.6,2.34,276.24,0.89,90.1,7.23,6.51,0.72,4.1,6.58,1249.49,1.44,3.08,172.5,0,0,0,0,0,13.5,451.4
2020/1/26 21:40,990.61,2.3,276.2,0.77,89.6,7.21,6.46,0.75,4.07,6.52,1249.69,1.26,2.24,183.8,0,0,0,0,0,13.43,452.4
2020/1/26 21:50,990.56,2.2,276.11,0.74,90,7.16,6.44,0.72,4.06,6.51,1250.09,1.02,2.24,188.6,0,0,0,0,0,13.35,450.8
2020/1/26 22:00,990.53,2.24,276.15,0.82,90.3,7.18,6.48,0.7,4.08,6.55,1249.85,1.25,2.28,201.8,0,0,0,0,0,13.29,448.7
2020/1/26 22:10,990.46,2.31,276.22,0.9,90.4,7.21,6.52,0.69,4.11,6.58,1249.44,1.56,2.4,197.9,0,0,0,0,0,13.22,446.8
2020/1/26 22:20,990.46,2.38,276.29,0.93,90.1,7.25,6.53,0.72,4.11,6.6,1249.11,2.14,3.41,191.3,0,0,0,0,0,13.15,445.5
2020/1/26 22:30,990.39,2.21,276.13,0.78,90.2,7.17,6.46,0.7,4.07,6.53,1249.81,1.87,2.92,192.5,0,0,0,0,0,13.09,445.8
2020/1/26 22:40,990.35,1.99,275.91,0.62,90.6,7.05,6.39,0.66,4.02,6.45,1250.81,1.83,2.98,200.7,0,0,0,0,0,13.02,447.2
2020/1/26 22:50,990.38,1.92,275.84,0.7,91.6,7.02,6.43,0.59,4.05,6.49,1251.14,2.05,2.7,198.7,0,0,0,0,0,12.96,445.5
2020/1/26 23:00,990.37,1.94,275.86,0.69,91.4,7.03,6.42,0.6,4.04,6.49,1251.03,1.86,2.68,185.7,0,0,0,0,0,12.89,445.1
2020/1/26 23:10,990.36,1.7,275.62,0.47,91.5,6.91,6.32,0.59,3.98,6.38,1252.16,1.74,2.62,184.8,0,0,0,0,0,12.81,446.5
2020/1/26 23:20,990.29,1.52,275.44,0.39,92.2,6.82,6.29,0.53,3.96,6.35,1252.93,2.14,3.2,173.3,0,0,0,0,0,12.74,447
